fid,ID,Volume..L.,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,plot_id,tree_id
2682,AM2_Mt_Grenfell_NP_2.1481,8.44223595,3.74669246,8.49,"0.45",4,"2",4,2.02111816,false,false,false,false,false,-32.1194458007812,-26.8033275604248,269.339111328125,-31.2864095595649,145.293748694091,269.339248668402,AM2_Mt_Grenfell_NP_2,1481
2683,AM2_Mt_Grenfell_NP_2.0044,8.37635422,4.39892076,8.52,"0.57",7,"2",4,1.91928101,false,false,false,false,false,-67.9424438476562,-4.18026924133301,269.253173828125,-31.2862055244576,145.293372489162,269.253536736593,AM2_Mt_Grenfell_NP_2,44
2684,AM2_Mt_Grenfell_NP_2.1485,8.30372238,3.12747732,7.82,"1.03",4,"1",4,2.40155029,false,false,false,false,false,-40.6575317382812,0.774545133113861,269.074279785156,-31.2861608390879,145.293659029805,269.074409295805,AM2_Mt_Grenfell_NP_2,1485
2685,AM2_Mt_Grenfell_NP_2.0881,8.25234127,4.90748249,8.22,"0.16",5,"0",4,2.06967163,false,false,false,false,false,-16.8151950836182,44.2239456176758,268.963745117188,-31.2857689767753,145.293909417666,268.963921188377,AM2_Mt_Grenfell_NP_2,881
2686,AM2_Mt_Grenfell_NP_2.1499,8.1926136,4.3501351,8.37,"0.59",4,"1",4,1.75262451,false,false,false,false,false,-40.7665672302246,11.62868309021,269.244964599609,-31.2860629474298,145.293657885192,269.245105402544,AM2_Mt_Grenfell_NP_2,1499
2687,AM2_Mt_Grenfell_NP_2.0423,7.92095232,3.02672554,7.72,"0.55",3,"0",4,2.39163208,false,false,false,false,false,21.3091011047363,-39.1117553710938,268.442352294922,-31.2865205675062,145.294309791037,268.442508253269,AM2_Mt_Grenfell_NP_2,423
2688,AM2_Mt_Grenfell_NP_2.1472,7.80342054,7.71370158,7.75,"0.17",8,"0",4,1.18936157,false,false,false,false,false,-46.1812629699707,-15.5542135238647,269.150238037109,-31.2863081052242,145.29360102001,269.150424108841,AM2_Mt_Grenfell_NP_2,1472
2689,AM2_Mt_Grenfell_NP_2.1554,7.63153124,3.66878398,8,"1.03",6,"1",4,2.44180298,false,false,false,false,false,-19.8528747558594,43.2250595092773,268.978179931641,-31.2857779855159,145.293877516714,268.978357852437,AM2_Mt_Grenfell_NP_2,1554
2690,AM2_Mt_Grenfell_NP_2.1601,7.5709753,1.2944825,7.19,"0.62",3,"2",4,2.6628418,false,false,false,false,false,38.1213226318359,14.0826625823975,268.376800537109,-31.2860408154713,145.294486348066,268.376929961145,AM2_Mt_Grenfell_NP_2,1601
2691,AM2_Mt_Grenfell_NP_2.0573,7.49082851,7.99731687,7.75,"1.11",9,"2",4,1.36010742,false,false,false,false,false,-60.4141082763672,-5.57537984848022,269.439971923828,-31.2862181071399,145.293451550106,269.440260223113,AM2_Mt_Grenfell_NP_2,573
2692,AM2_Mt_Grenfell_NP_2.0752,7.43342876,3.94717939,7.18,"0.58",5,"2",4,2.17401123,false,false,false,false,false,-60.9872665405273,-12.3920211791992,269.438446044922,-31.2862795852547,145.293445530501,269.438749433495,AM2_Mt_Grenfell_NP_2,752
2693,AM2_Mt_Grenfell_NP_2.0921,7.39766693,7.22898096,7.35,"0.83",6,"2",4,1.79190063,false,false,false,false,false,-29.8704776763916,-23.3278636932373,269.361724853516,-31.2863782149986,145.29377231244,269.361837563105,AM2_Mt_Grenfell_NP_2,921
2694,AM2_Mt_Grenfell_NP_2.1598,7.19342804,4.97926176,6.82,"0.45",4,"2",4,2.00067139,false,false,false,false,false,36.3877639770508,-1.36179578304291,268.269592285156,-31.2861801065324,145.294468143192,268.269696129486,AM2_Mt_Grenfell_NP_2,1598
2695,AM2_Mt_Grenfell_NP_2.0067,7.12249517,10.0165144,6.58,"1.76",10,"2",4,1.05206299,false,false,false,false,false,1.04111468791962,-43.2558288574219,269.167510986328,-31.2865579423638,145.294096940141,269.167658331804,AM2_Mt_Grenfell_NP_2,67
2696,AM2_Mt_Grenfell_NP_2.1484,7.0956254,2.31203958,6.93,"1.41",4,"2",4,1.86709595,false,false,false,false,false,-34.9633636474609,-17.1875057220459,269.031494140625,-31.2863228360067,145.293718828114,269.031613130122,AM2_Mt_Grenfell_NP_2,1484
2697,AM2_Mt_Grenfell_NP_2.0334,7.06903839,1.94333028,7.38,"0.79",3,"3",4,1.9956665,false,false,false,false,false,-54.4216766357422,-4.55980920791626,269.454986572266,-31.2862089481739,145.293514481436,269.455220165662,AM2_Mt_Grenfell_NP_2,334
2698,AM2_Mt_Grenfell_NP_2.0490,7.01469898,4.86460961,7.63,"1.18",4,"0",4,1.90753174,false,false,false,false,false,-53.9089279174805,-6.19034242630005,269.88330078125,-31.2862236536996,145.293519866166,269.88353140559,AM2_Mt_Grenfell_NP_2,490
2699,AM2_Mt_Grenfell_NP_2.1047,6.9190197,5.46657406,7.51,"2.17",6,"0",4,2.49359131,false,false,false,false,false,-21.8735942840576,-16.8155364990234,269.419647216797,-31.2863194815886,145.293856294337,269.419706943445,AM2_Mt_Grenfell_NP_2,1047
2700,AM2_Mt_Grenfell_NP_2.1446,6.80705404,6.87652901,6.95,"0.21",7,"0",4,1.10775757,false,false,false,false,false,-60.6814575195312,-10.1478281021118,269.40625,-31.2862593452703,145.293448742179,269.406546493061,AM2_Mt_Grenfell_NP_2,1446
2701,AM2_Mt_Grenfell_NP_2.1065,6.73084116,3.47964615,6.89,"0.32",3,"0",4,1.85696411,false,false,false,false,false,34.791187286377,18.7744293212891,268.069244384766,-31.2859985013016,145.29445137559,268.069366924465,AM2_Mt_Grenfell_NP_2,1065
2702,AM2_Mt_Grenfell_NP_2.1202,6.4700489,3.59008238,5.58,"1.51",5,"1",4,2.05154419,false,false,false,false,false,-50.7231636047363,16.4785442352295,269.308135986328,-31.2860192069535,145.293553323502,269.308358859271,AM2_Mt_Grenfell_NP_2,1202
2703,AM2_Mt_Grenfell_NP_2.0814,6.14409733,5.77216409,6.49,"0.59",5,"1",4,2.16326904,false,false,false,false,false,-23.5023517608643,38.6406135559082,269.226989746094,-31.2858193318165,145.293839190741,269.227150519378,AM2_Mt_Grenfell_NP_2,814
2704,AM2_Mt_Grenfell_NP_2.1004,6.13604212,6.65289983,6.28,"0.78",7,"0",4,1.96295166,false,false,false,false,false,-30.5006790161133,-21.1187286376953,269.18896484375,-31.2863582911691,145.293765694244,269.189072805457,AM2_Mt_Grenfell_NP_2,1004
2705,AM2_Mt_Grenfell_NP_2.1498,6.08500433,2.87261885,5.86,"0.49",3,"1",4,2.08850098,false,false,false,false,false,-34.599781036377,29.854564666748,269.138000488281,-31.2858985714445,145.29372264802,269.138164394535,AM2_Mt_Grenfell_NP_2,1498
2706,AM2_Mt_Grenfell_NP_2.0935,5.81466627,3.34896334,5.75,"0.28",5,"1",4,2.52639771,false,false,false,false,false,-17.6112155914307,46.13916015625,268.877197265625,-31.2857517037566,145.293901058094,268.877389102243,AM2_Mt_Grenfell_NP_2,935
2707,AM2_Mt_Grenfell_NP_2.0090,5.66379929,4.88503128,7.31,"2.18",5,"0",4,2.08309937,false,false,false,false,false,-11.9226865768433,-26.6908321380615,268.800109863281,-31.2864085453898,145.293960796687,268.800177063793,AM2_Mt_Grenfell_NP_2,90
2708,AM2_Mt_Grenfell_NP_2.1492,5.23037577,7.45306835,4.62,"1.63",5,"3",4,2.22964478,false,false,false,false,false,-47.0413818359375,8.78785228729248,269.487243652344,-31.2860885681743,145.293591988382,269.487423040904,AM2_Mt_Grenfell_NP_2,1492
2709,AM2_Mt_Grenfell_NP_2.0244,5.18631554,9.65493321,5.31,"0.5",11,"1",4,1.2805481,false,false,false,false,false,-1.02545154094696,-48.0082206726074,268.955200195312,-31.2866008034025,145.294075237407,268.955381673761,AM2_Mt_Grenfell_NP_2,244
2710,AM2_Mt_Grenfell_NP_2.1122,5.08743143,6.13332242,4.92,"0.41",6,"1",4,1.28955078,false,false,false,false,false,26.4323348999023,31.1243114471436,268.863525390625,-31.2858871200119,145.294363592481,268.863656352274,AM2_Mt_Grenfell_NP_2,1122
2711,AM2_Mt_Grenfell_NP_2.1203,4.95740986,5.02535701,5.07,"0.16",5,"0",4,2.35186768,false,false,false,false,false,-65.0729064941406,-2.46594285964966,269.516265869141,-31.2861900633979,145.293402624584,269.51659798529,AM2_Mt_Grenfell_NP_2,1203
2712,AM2_Mt_Grenfell_NP_2.1574,4.87984324,5.95095344,7.54,"3.47",8,"4",4,1.34713745,false,false,false,false,false,19.5335388183594,4.55334091186523,268.765472412109,-31.286126759304,145.294291143525,268.765503927134,AM2_Mt_Grenfell_NP_2,1574
2713,AM2_Mt_Grenfell_NP_2.0795,4.81731415,5.21162301,4.67,"0.2",5,"0",4,1.31661987,false,false,false,false,false,18.4556903839111,-6.5856556892395,268.892486572266,-31.2862272200738,145.294279824396,268.892516661435,AM2_Mt_Grenfell_NP_2,795
2714,AM2_Mt_Grenfell_NP_2.0064,4.8052907,6.06049709,5.1,"0.41",6,"0",4,0.965789795,false,false,false,false,false,-33.1117172241211,14.5067443847656,269.011627197266,-31.2860369909142,145.293738274791,269.011729626916,AM2_Mt_Grenfell_NP_2,64
2715,AM2_Mt_Grenfell_NP_2.1576,4.80092716,4.8559323,4.54,"1.5",6,"1",4,1.30685425,false,false,false,false,false,23.4217834472656,34.3378295898438,268.313385009766,-31.2858581378642,145.294331976348,268.313520772383,AM2_Mt_Grenfell_NP_2,1576
2716,AM2_Mt_Grenfell_NP_2.0890,4.68553877,6.25176802,4.79,"0.24",5,"1",4,1.50515747,false,false,false,false,false,26.0814914703369,31.5284824371338,268.290466308594,-31.2858834748433,145.294359908022,268.290597818792,AM2_Mt_Grenfell_NP_2,890
2717,AM2_Mt_Grenfell_NP_2.0866,4.66100597,2.13532411,4.49,"0.43",2,"0",4,2.20166016,false,false,false,false,false,-65.0081329345703,-4.28728437423706,269.426879882812,-31.2862064897756,145.293403304695,269.427212309092,AM2_Mt_Grenfell_NP_2,866
2718,AM2_Mt_Grenfell_NP_2.1542,4.54512882,5.20160124,5.21,"1.2",7,"2",4,0.762786865,false,false,false,false,false,-18.3801860809326,-36.7521858215332,269.694366455078,-31.2864992869264,145.293892981067,269.69449922163,AM2_Mt_Grenfell_NP_2,1542
2719,AM2_Mt_Grenfell_NP_2.1497,4.53344965,4.44121473,4.81,"0.83",5,"1",4,1.82269287,false,false,false,false,false,-31.096492767334,28.9749526977539,269.1708984375,-31.2859065046182,145.293759438679,269.171040245332,AM2_Mt_Grenfell_NP_2,1497
2720,AM2_Mt_Grenfell_NP_2.0731,4.51662493,2.42551975,4.22,"0.54",3,"1",4,2.16830444,false,false,false,false,false,1.44218945503235,-44.2953987121582,268.979095458984,-31.2865673180813,145.294101152162,268.979250046425,AM2_Mt_Grenfell_NP_2,731
2721,AM2_Mt_Grenfell_NP_2.1086,4.40078545,5.15088886,4.3,"0.45",4,"1",4,1.44326782,false,false,false,false,false,-28.5598487854004,-5.01182699203491,269.195892333984,-31.2862130257695,145.293786076932,269.195958191529,AM2_Mt_Grenfell_NP_2,1086
2722,AM2_Mt_Grenfell_NP_2.0718,4.31531143,6.10966347,4.62,"0.91",6,"1",4,1.36477661,false,false,false,false,false,9.56003189086914,-45.0544357299805,268.777801513672,-31.2865741636836,145.294186404389,268.777968432754,AM2_Mt_Grenfell_NP_2,718
2723,AM2_Mt_Grenfell_NP_2.0891,4.27259207,4.04793471,3.95,"0.85",4,"1",4,1.56829834,false,false,false,false,false,-54.1800384521484,-5.93814516067505,269.626953125,-31.2862213791645,145.29351701901,269.627185802907,AM2_Mt_Grenfell_NP_2,891
2724,AM2_Mt_Grenfell_NP_2.0886,3.85181832,3.74338329,3.72,"0.76",4,"0",4,2.09890747,false,false,false,false,false,-48.3393898010254,4.52243280410767,269.356842041016,-31.2861270372236,145.293578356774,269.35702665709,AM2_Mt_Grenfell_NP_2,886
2725,AM2_Mt_Grenfell_NP_2.1077,3.81670046,2.00339556,4,"0.46",2,"1",4,2.4463501,false,false,false,false,false,14.6044654846191,-16.0687255859375,268.693756103516,-31.2863127463566,145.294239379767,268.693793130107,AM2_Mt_Grenfell_NP_2,1077
2726,AM2_Mt_Grenfell_NP_2.1478,3.7530489,6.45763353,3.81,"0.68",6,"1",4,0.898162842,false,false,false,false,false,-38.0894393920898,-18.4148101806641,269.065002441406,-31.2863339047614,145.293685998632,269.065142754465,AM2_Mt_Grenfell_NP_2,1478
2727,AM2_Mt_Grenfell_NP_2.0876,3.74239755,2.14759968,3.76,"0.05",3,"1",4,1.77151489,false,false,false,false,false,-48.9045677185059,18.3555545806885,269.394439697266,-31.2860022785911,145.293572422078,269.394653526135,AM2_Mt_Grenfell_NP_2,876
2728,AM2_Mt_Grenfell_NP_2.0586,3.63406754,2.35952828,3.7,"0.12",2,"0",4,2.01541138,false,false,false,false,false,-23.1058216094971,-12.5380573272705,269.021179199219,-31.286280903705,145.293843353811,269.021233384497,AM2_Mt_Grenfell_NP_2,586
2729,AM2_Mt_Grenfell_NP_2.0454,3.39156747,3.97694632,2.96,"0.65",4,"1",4,1.31771851,false,false,false,false,false,-13.8394832611084,50.9896202087402,268.951324462891,-31.28570795832,145.293940667922,268.951544089243,AM2_Mt_Grenfell_NP_2,454
2730,AM2_Mt_Grenfell_NP_2.0273,3.36511111,5.57868108,3.33,"0.15",6,"0",4,1.03970337,false,false,false,false,false,-6.46486043930054,46.7741088867188,268.772644042969,-31.2857459773678,145.294018114239,268.772819506936,AM2_Mt_Grenfell_NP_2,273
2731,AM2_Mt_Grenfell_NP_2.0624,3.19792676,4.8099488,3.33,"0.22",5,"0",4,1.3079834,false,false,false,false,false,-34.3910675048828,17.5227279663086,269.064605712891,-31.2860097902257,145.293724839451,269.064722510055,AM2_Mt_Grenfell_NP_2,624
2732,AM2_Mt_Grenfell_NP_2.1548,3.0669415,6.68735281,3.31,"0.32",7,"1",4,1.44543457,false,false,false,false,false,-24.5446434020996,23.3838634490967,269.191955566406,-31.285956929876,145.293828244481,269.192045783624,AM2_Mt_Grenfell_NP_2,1548
2733,AM2_Mt_Grenfell_NP_2.1477,2.36197138,4.15792018,1.89,"0.71",4,"1",4,1.64825439,false,false,false,false,false,-32.178466796875,-12.1655502319336,269.4296875,-31.2862775439034,145.293748074739,269.429780242965,AM2_Mt_Grenfell_NP_2,1477
2734,AM2_Mt_Grenfell_NP_2.1480,1.90960121,5.16318642,1.87,"0.14",5,"0",4,0.625549316,false,false,false,false,false,-45.5366439819336,-21.989917755127,269.387847900391,-31.2863661477808,145.293607789397,269.38804835733,AM2_Mt_Grenfell_NP_2,1480
2735,AM2_Mt_Grenfell_NP_2.1550,1.60619104,4.0882621,1.72,"0.84",3,"1",4,1.93807983,false,false,false,false,false,-18.8083972930908,16.6994743347168,269.036285400391,-31.2860172153679,145.293888485053,269.036335053854,AM2_Mt_Grenfell_NP_2,1550
2736,AM2_Mt_Grenfell_NP_2.0156,1.59514284,3.52112837,1.72,"0.37",4,"1",4,1.55505371,false,false,false,false,false,-41.723217010498,-30.4243183135986,269.334625244141,-31.2864422163684,145.293647836923,269.334834435023,AM2_Mt_Grenfell_NP_2,156
2737,AM2_Mt_Grenfell_NP_2.1287,1.35273898,6.07959442,0.7,"0.92",4,"3",2,0.0107116699,false,false,false,false,false,42.6547813415527,-9.20158100128174,268.129577636719,-31.2862508120427,145.294533958437,268.129726796411,AM2_Mt_Grenfell_NP_2,1287
2738,AM2_Mt_Grenfell_NP_2.1572,1.21623981,1.24999993,1.25,"0.06",1,"0",4,2.67861938,false,false,false,false,false,27.5400867462158,-30.2298965454102,268.670562744141,-31.2864404633613,145.294375227519,268.670694068074,AM2_Mt_Grenfell_NP_2,1572
2739,AM2_Mt_Grenfell_NP_2.1543,0.870643377,2.59870421,1.02,"0.29",3,"1",4,0.868133545,false,false,false,false,false,-27.8076267242432,-42.5292053222656,269.321441650391,-31.2865513887274,145.293793975574,269.321644564159,AM2_Mt_Grenfell_NP_2,1543
2740,AM2_Mt_Grenfell_NP_2.1474,0.810958385,4.41876203,0.84,"0.07",5,"0",4,0.587921143,false,false,false,false,false,-48.2738380432129,-16.12282371521,270.579559326172,-31.2863132333068,145.293579044285,270.579762294888,AM2_Mt_Grenfell_NP_2,1474
2741,AM2_Mt_Grenfell_NP_2.1555,0.638976932,3.66317779,0.71,"0.21",4,"0",4,0.123596191,false,false,false,false,false,-22.5056838989258,49.704647064209,269.346771240234,-31.2857195471717,145.29384965775,269.347005350515,AM2_Mt_Grenfell_NP_2,1555
2742,AM2_Mt_Grenfell_NP_2.1269,0.616336226,4.65175621,0.62,NA,5,NA,1,0.107910156,false,false,false,false,false,-9.37903022766113,55.9406623840332,268.839691162109,-31.2856633057294,145.29398751047,268.839944344945,AM2_Mt_Grenfell_NP_2,1269
2743,AM2_Mt_Grenfell_NP_2.0494,0.53331852,5.72281517,0.6,"0.1",5,"0",4,9.15527344e-05,false,false,false,false,false,12.4907321929932,-51.6061058044434,268.427764892578,-31.2866332520976,145.294217182203,268.427986716852,AM2_Mt_Grenfell_NP_2,494
2744,AM2_Mt_Grenfell_NP_2.0217,0.20541653,2.80557983,0.2,"0.08",3,"0",4,0.00692749023,false,false,false,false,false,1.53548049926758,50.4894485473633,268.518157958984,-31.2857124693351,145.294102131744,268.518358774483,AM2_Mt_Grenfell_NP_2,217
2745,AM2_Mt_Grenfell_NP_2.1111,0.0661822408,1.60135515,0.07,"0",2,"0",3,-0.000640869141,false,false,false,false,false,7.69043016433716,58.0998802185059,268.517761230469,-31.2856438320882,145.294166769354,268.51803153567,AM2_Mt_Grenfell_NP_2,1111
2746,AM2_Mt_Grenfell_NP_2.0171,0.0374674238,1.24999993,0.04,"0.01",1,"0",3,0.0959472656,false,false,false,false,false,-8.46037578582764,-9.9791898727417,268.981231689453,-31.2862578259062,145.293997157377,268.981245133094,AM2_Mt_Grenfell_NP_2,171
2747,AM2_Mt_Grenfell_NP_2.1575,0.0216882061,1.24999993,0.02,"0",1,"0",4,0.0502319336,false,false,false,false,false,9.62929916381836,4.8709545135498,269.583312988281,-31.2861238949294,145.294187131329,269.583322117105,AM2_Mt_Grenfell_NP_2,1575
2748,AM2_Mt_Grenfell_NP_2.1166,0.0215147529,1.24999993,0.02,"0",1,"0",2,-0.00973510742,false,false,false,false,false,2.90233826637268,11.3504638671875,268.763732910156,-31.2860654573445,145.294116486239,268.76374370791,AM2_Mt_Grenfell_NP_2,1166
2749,AM2_Mt_Grenfell_NP_3.0811,464.314148,17.233634,462.24,"38.95",12,"7",4,5.89567566,false,false,false,false,false,20.7668685913086,-67.6828308105469,242.751434326172,-31.3260624745818,145.333374251915,242.751828643493,AM2_Mt_Grenfell_NP_3,811
2750,AM2_Mt_Grenfell_NP_3.0715,376.67984,16.4991245,374.68,"38.93",15,"2",4,4.01269531,false,false,false,false,false,15.3347129821777,-57.7361793518066,242.345626831055,-31.3259727676977,145.33331718015,242.345907605253,AM2_Mt_Grenfell_NP_3,715
2751,AM2_Mt_Grenfell_NP_3.0577,320.701416,24.3077025,324.7,"62.4",17,"5",4,5.97998047,false,false,false,false,false,-22.8946170806885,-107.65266418457,245.791641235352,-31.326422954566,145.332915532325,245.792594394647,AM2_Mt_Grenfell_NP_3,577
2752,AM2_Mt_Grenfell_NP_3.1587,267.108917,11.5663387,290.35,"69.08",12,"1",4,3.67941284,false,false,false,false,false,6.25004863739014,-115.768104553223,245.167541503906,-31.326496146486,145.33322173475,245.168599373661,AM2_Mt_Grenfell_NP_3,1587
2753,AM2_Mt_Grenfell_NP_3.0966,257.714203,14.8511827,210.77,"110.44",13,"6",4,5.72370911,false,false,false,false,false,20.1853141784668,-45.9269523620605,242.119583129883,-31.3258662624057,145.333368141536,242.119781050831,AM2_Mt_Grenfell_NP_3,966
2754,AM2_Mt_Grenfell_NP_3.0197,253.469315,14.9648219,249.89,"4.84",14,"1",4,7.01620483,false,false,false,false,false,-47.2863998413086,-90.303352355957,245.323028564453,-31.3262664837528,145.332659265918,245.323845492676,AM2_Mt_Grenfell_NP_3,197
2755,AM2_Mt_Grenfell_NP_3.0446,251.475601,15.8476323,250.11,"5.42",19,"3",4,5.40426636,false,false,false,false,false,18.2426280975342,-19.5855331420898,241.921127319336,-31.3256286940435,145.333347730742,241.921183573082,AM2_Mt_Grenfell_NP_3,446
2756,AM2_Mt_Grenfell_NP_3.1049,244.863708,13.7583956,288.3,"76.48",11,"3",4,4.82872009,false,false,false,false,false,-15.366847038269,-125.025825500488,246.779525756836,-31.3265796397419,145.332994621033,246.780774508603,AM2_Mt_Grenfell_NP_3,1049
2757,AM2_Mt_Grenfell_NP_3.1426,237.952621,4.95046675,230.1,"18.66",14,"11",4,6.2204895,false,false,false,false,false,-26.5636024475098,-78.3855972290039,244.674713134766,-31.3261590005103,145.332876985623,244.675251979381,AM2_Mt_Grenfell_NP_3,1426
2758,AM2_Mt_Grenfell_NP_3.0264,232.104263,6.77511767,230.18,"8.57",15,"9",4,5.01696777,false,false,false,false,false,36.4081954956055,-88.3349075317383,242.952758789062,-31.3262487314112,145.333538584456,242.953476737253,AM2_Mt_Grenfell_NP_3,264
2759,AM2_Mt_Grenfell_NP_3.0070,230.690948,5.02427742,233.78,"53.53",8,"2",4,5.53016663,false,false,false,false,false,23.3720798492432,-55.6413726806641,242.07780456543,-31.3259538749116,145.333401622678,242.078091010451,AM2_Mt_Grenfell_NP_3,70
2760,AM2_Mt_Grenfell_NP_3.0274,223.380951,9.53650475,226.6,"16.58",17,"6",4,5.05444336,false,false,false,false,false,32.8862915039062,-43.098747253418,241.711349487305,-31.3258407550813,145.333501580933,241.711580380797,AM2_Mt_Grenfell_NP_3,274
2761,AM2_Mt_Grenfell_NP_3.0379,216.72525,32.0201576,204.85,"23.49",31,"2",4,2.5512085,false,false,false,false,false,-2.51069641113281,-37.6913185119629,242.486480712891,-31.3257919868973,145.33312969191,242.486593015492,AM2_Mt_Grenfell_NP_3,379
2762,AM2_Mt_Grenfell_NP_3.0741,211.953918,9.20386314,206.64,"12.55",10,"1",4,5.01123047,false,false,false,false,false,5.96991729736328,-73.2087860107422,242.992202758789,-31.3261123122896,145.333218791373,242.992627365515,AM2_Mt_Grenfell_NP_3,741
2763,AM2_Mt_Grenfell_NP_3.1513,207.810226,8.55575874,203.77,"7.3",9,"1",4,5.28691101,false,false,false,false,false,-21.0192909240723,-76.6055374145508,244.247573852539,-31.3261429466466,145.332935235649,244.248070321046,AM2_Mt_Grenfell_NP_3,1513
2764,AM2_Mt_Grenfell_NP_3.0752,187.842957,20.7462534,188.85,"7.56",21,"0",4,5.41921997,false,false,false,false,false,11.2072906494141,-35.3955879211426,241.953399658203,-31.3257712821035,145.333273816185,241.953508099541,AM2_Mt_Grenfell_NP_3,752
2765,AM2_Mt_Grenfell_NP_3.0934,187.460678,9.66908187,184.44,"6.13",11,"1",4,6.22314453,false,false,false,false,false,-24.6273612976074,-104.597465515137,245.595413208008,-31.3263954003054,145.332897327676,245.596321780235,AM2_Mt_Grenfell_NP_3,934
2766,AM2_Mt_Grenfell_NP_3.0258,177.433472,11.2489305,179.46,"9.99",11,"2",4,5.23066711,false,false,false,false,false,-15.3105163574219,-98.0633392333984,244.780059814453,-31.3263364705374,145.332995213223,244.780835024081,AM2_Mt_Grenfell_NP_3,258
2767,AM2_Mt_Grenfell_NP_3.1011,173.631042,8.1592761,173.61,"2.63",8,"1",4,5.45866394,false,false,false,false,false,-32.5143394470215,-82.6895523071289,244.701568603516,-31.3261978169145,145.332814465467,244.702189543284,AM2_Mt_Grenfell_NP_3,1011
2768,AM2_Mt_Grenfell_NP_3.0370,158.017746,7.37941489,172.29,"25.17",7,"1",4,4.5975647,false,false,false,false,false,14.3074388504028,-24.473201751709,241.46745300293,-31.3256727750978,145.333306386897,241.467516171746,AM2_Mt_Grenfell_NP_3,370
2769,AM2_Mt_Grenfell_NP_3.0071,156.854156,12.3409882,154.72,"15.03",16,"5",4,3.13264465,false,false,false,false,false,14.3482437133789,-12.3628234863281,241.813430786133,-31.3255635538107,145.33330681542,241.813458939083,AM2_Mt_Grenfell_NP_3,71
2770,AM2_Mt_Grenfell_NP_3.1253,156.007141,4.14295718,123.9,"38.96",7,"3",4,3.26805115,false,false,false,false,false,43.6060943603516,-95.4946517944336,242.559799194336,-31.3263133036155,145.333614207918,242.560665837489,AM2_Mt_Grenfell_NP_3,1253
2771,AM2_Mt_Grenfell_NP_3.0211,154.942139,12.6339629,188.05,"88.09",13,"4",4,4.06889343,false,false,false,false,false,12.8683204650879,-83.2289581298828,243.256866455078,-31.3262026822678,145.333291267928,243.257424610667,AM2_Mt_Grenfell_NP_3,211
2772,AM2_Mt_Grenfell_NP_3.1442,151.545746,17.678149,151.58,"3.09",17,"0",4,7.34762573,false,false,false,false,false,-35.7646675109863,-85.8865051269531,244.834045410156,-31.3262266495168,145.33278031654,244.834726148285,AM2_Mt_Grenfell_NP_3,1442
2773,AM2_Mt_Grenfell_NP_3.0487,150.093811,11.5421548,147.26,"9.05",11,"1",4,5.81796265,false,false,false,false,false,-3.8572211265564,-104.514617919922,245.005706787109,-31.3263946534605,145.333115544773,245.006567660719,AM2_Mt_Grenfell_NP_3,487
2774,AM2_Mt_Grenfell_NP_3.0294,144.746277,13.4812057,146.37,"7.03",14,"0",4,6.20428467,false,false,false,false,false,-10.9962759017944,-57.3573303222656,243.153884887695,-31.3259693509118,145.333040540278,243.154153283685,AM2_Mt_Grenfell_NP_3,294
2775,AM2_Mt_Grenfell_NP_3.0015,143.859039,10.1644911,145.83,"5.68",11,"2",4,5.46211243,false,false,false,false,false,14.2047357559204,-15.2587594985962,241.878433227539,-31.3255896717255,145.333305307736,241.878467354923,AM2_Mt_Grenfell_NP_3,15
2776,AM2_Mt_Grenfell_NP_3.0884,141.289703,9.2694968,147.05,"9.36",9,"1",4,4.41490173,false,false,false,false,false,-6.05862045288086,-62.0578079223633,243.2353515625,-31.3260117436725,145.333092416473,243.235657539219,AM2_Mt_Grenfell_NP_3,884
2777,AM2_Mt_Grenfell_NP_3.0938,140.946732,18.0442736,140.7,"4.21",18,"0",4,6.08572388,false,false,false,false,false,16.1144866943359,-43.2460174560547,242.06103515625,-31.325842083616,145.333325372419,242.061202688143,AM2_Mt_Grenfell_NP_3,938
2778,AM2_Mt_Grenfell_NP_3.0021,140.045807,9.10798833,141.66,"6.06",9,"2",4,4.22929382,false,false,false,false,false,-2.1387951374054,-57.1817207336426,242.764999389648,-31.3259677672032,145.333133599148,242.765257091261,AM2_Mt_Grenfell_NP_3,21
2779,AM2_Mt_Grenfell_NP_3.0092,135.085953,4.31603119,134.54,"6.02",8,"6",4,3.17172241,false,false,false,false,false,-14.8200101852417,-125.728248596191,246.511581420898,-31.3265859748156,145.333000366252,246.512842741795,AM2_Mt_Grenfell_NP_3,92
2780,AM2_Mt_Grenfell_NP_3.0461,132.463791,10.2403574,134.89,"5.88",9,"1",4,4.42816162,false,false,false,false,false,21.175968170166,-98.6063079833984,243.50373840332,-31.3263413675566,145.33337855065,243.504538778216,AM2_Mt_Grenfell_NP_3,461
2781,AM2_Mt_Grenfell_NP_3.0695,131.289703,13.3306727,130.41,"3.91",15,"2",4,5.2028656,false,false,false,false,false,29.33225440979,-103.706382751465,243.344024658203,-31.3263873640219,145.333464243089,243.344938505441,AM2_Mt_Grenfell_NP_3,695
